booking_id,passenger_key,flight_key,status,booking_date,seat_number
B1597,369.0,6F269_2026-04-19_013041,CONFIRMED,2025-10-23 11:37:36.952,33A
B1598,320.0,UK013_2026-04-18_235241,CONFIRMED,2026-01-02 11:37:36.952,11B
B1599,128.0,UK013_2026-04-18_235241,PENDING,2025-09-30 11:37:36.952,9E
B1600,460.0,UK143_2026-04-19_013441,PENDING,2025-07-20 11:37:36.952,2C
B1601,736.0,6F262_2026-04-19_014441,PENDING,2025-09-07 11:37:36.952,28D
B1602,159.0,6F042_2026-04-18_223541,UNKNOWN,2025-07-07 11:37:36.952,2A
B1603,27.0,SJ118_2026-04-19_010841,CANCELLED,2025-12-06 11:37:36.952,17E
B1604,834.0,SJ118_2026-04-19_010841,CANCELLED,2025-11-17 11:37:36.952,3C
B1605,454.0,SJ082_2026-04-19_015441,CANCELLED,2025-10-03 11:37:36.952,6C
B1606,591.0,6F015_2026-04-18_233941,CONFIRMED,2025-07-18 11:37:36.952,23E
B1607,738.0,AI101_2026-04-18_232041,UNKNOWN,2026-02-02 11:37:36.952,30F
B1608,317.0,SJ110_2026-04-19_014741,CANCELLED,2025-06-28 11:37:36.952,10B
B1609,506.0,SJ042_2026-04-18_223841,CANCELLED,2025-10-21 11:37:36.952,19D
B1610,270.0,6F145_2026-04-19_010241,CONFIRMED,2025-10-13 11:37:36.952,27A
B1611,648.0,UK029_2026-04-18_232641,CANCELLED,2026-01-05 11:37:36.952,14C
B1612,749.0,SJ200_2026-04-18_232441,CANCELLED,2025-04-18 11:37:36.952,28C
B1613,846.0,SJ209_2026-04-18_222241,CONFIRMED,2026-01-29 11:37:36.952,6A
B1614,175.0,AI116_2026-04-18_223041,UNKNOWN,2025-05-11 11:37:36.952,30B
B1615,606.0,6F117_2026-04-19_004641,CANCELLED,2025-05-23 11:37:36.952,33B
B1616,59.0,SJ181_2026-04-19_002041,PENDING,2025-12-23 11:37:36.952,17A
B1617,675.0,AI070_2026-04-19_000541,UNKNOWN,2025-05-10 11:37:36.952,18A
B1618,690.0,AI070_2026-04-19_000541,CONFIRMED,2026-01-19 11:37:36.952,1B
B1619,598.0,UK042_2026-04-18_205941,PENDING,2026-02-05 11:37:36.952,13A
B1620,196.0,AI169_2026-04-18_212141,PENDING,2026-02-24 11:37:36.952,1B
B1621,,6F021_2026-04-18_212341,PENDING,2025-12-21 11:37:36.952,27A
B1622,152.0,SJ046_2026-04-18_220141,PENDING,2025-06-23 11:37:36.952,19F
B1623,496.0,AI211_2026-04-18_233441,CANCELLED,2025-08-17 11:37:36.952,22B
B1624,789.0,SJ091_2026-04-18_231041,CANCELLED,2025-12-20 11:37:36.952,34F
B1625,213.0,AI123_2026-04-18_221941,PENDING,2026-04-05 11:37:36.952,7D
B1626,710.0,6F053_2026-04-18_202641,CANCELLED,2025-04-17 11:37:36.952,25C
B1627,494.0,UK012_2026-04-18_221641,PENDING,2026-01-09 11:37:36.952,27E
B1628,178.0,6F023_2026-04-18_201841,PENDING,2025-11-25 11:37:36.952,33A
B1629,462.0,AI250_2026-04-18_204841,CONFIRMED,2026-01-02 11:37:36.952,11A
B1630,301.0,AI238_2026-04-18_192541,PENDING,2026-04-07 11:37:36.952,26F
B1631,688.0,UK096_2026-04-18_221141,CANCELLED,2026-02-17 11:37:36.952,24F
B1632,709.0,UK126_2026-04-18_223741,PENDING,2026-03-30 11:37:36.952,1D
B1633,275.0,SJ195_2026-04-18_204141,CONFIRMED,2025-08-30 11:37:36.952,8E
B1634,743.0,SJ171_2026-04-18_205241,CANCELLED,2025-12-25 11:37:36.952,1C
B1635,397.0,AI136_2026-04-18_202941,UNKNOWN,2025-08-14 11:37:36.952,7C
B1637,459.0,6F035_2026-04-18_191641,PENDING,2025-12-01 11:37:36.952,27C
B1638,765.0,UK088_2026-04-18_191641,CONFIRMED,2026-02-23 11:37:36.952,22C
B1639,818.0,6F009_2026-04-18_202141,CONFIRMED,2025-09-14 11:37:36.952,24E
B1640,357.0,6F004_2026-04-18_195341,CANCELLED,2026-01-28 11:37:36.952,30B
B1641,720.0,UK122_2026-04-18_202942,UNKNOWN,2026-03-27 11:37:36.952,28D
B1642,543.0,AI251_2026-04-18_224041,PENDING,2026-02-15 11:37:36.952,4E
B1643,137.0,AI027_2026-04-18_194141,PENDING,2026-02-04 11:37:36.952,14A
B1644,681.0,SJ165_2026-04-18_200841,PENDING,2025-10-20 11:37:36.952,20E
B1645,743.0,UK081_2026-04-18_220041,CONFIRMED,2025-08-16 11:37:36.952,17D
B1646,368.0,UK191_2026-04-18_215141,CANCELLED,2025-09-27 11:37:36.952,28C
B1647,256.0,SJ188_2026-04-18_221541,PENDING,2025-11-06 11:37:36.952,14F
B1648,326.0,6F016_2026-04-18_221841,CONFIRMED,2025-08-09 11:37:36.952,33D
B1649,343.0,6F064_2026-04-18_214541,PENDING,2026-04-05 11:37:36.952,4F
B1650,180.0,SJ105_2026-04-18_192241,UNKNOWN,2026-04-03 11:37:36.952,10D
B1651,508.0,SJ054_2026-04-18_181341,CANCELLED,2025-09-09 11:37:36.952,21B
B1652,320.0,6F197_2026-04-18_175941,PENDING,2025-12-19 11:37:36.952,23C
B1653,493.0,AI040_2026-04-18_210141,CANCELLED,2026-03-26 11:37:36.952,31B
B1654,389.0,AI131_2026-04-18_195541,UNKNOWN,2025-08-14 11:37:36.952,31A
B1655,15.0,6F141_2026-04-18_202641,PENDING,2025-10-09 11:37:36.952,7D
B1656,,UK035_2026-04-18_210841,CONFIRMED,2025-05-12 11:37:36.952,26E
B1657,343.0,AI005_2026-04-18_212441,CONFIRMED,2025-08-28 11:37:36.952,12B
B1658,613.0,AI001_2026-04-18_190041,CONFIRMED,2025-06-22 11:37:36.952,18D
B1659,462.0,UK211_2026-04-18_203941,PENDING,2026-01-17 11:37:36.952,6D
B1660,676.0,SJ189_2026-04-18_170541,CANCELLED,2026-04-04 11:37:36.952,12D
B1661,805.0,UK006_2026-04-18_201641,PENDING,2025-04-21 11:37:36.952,18D
B1662,,6F189_2026-04-18_200841,CONFIRMED,2025-10-13 11:37:36.952,17A
B1663,212.0,AI133_2026-04-18_191241,CANCELLED,2025-05-16 11:37:36.952,15B
B1664,645.0,SJ216_2026-04-18_183541,CONFIRMED,2025-11-08 11:37:36.952,25B
B1665,858.0,SJ133_2026-04-18_185041,CANCELLED,2026-03-04 11:37:36.952,29D
B1666,227.0,UK082_2026-04-18_165041,PENDING,2026-03-05 11:37:36.952,32C
B1667,273.0,6F136_2026-04-18_202441,CANCELLED,2026-02-16 11:37:36.952,32C
B1668,653.0,6F039_2026-04-18_164341,PENDING,2025-04-30 11:37:36.952,3B
B1669,196.0,AI011_2026-04-18_165841,CONFIRMED,2025-06-16 11:37:36.952,3E
B1670,145.0,SJ225_2026-04-18_181641,CANCELLED,2025-05-12 11:37:36.952,16C
B1671,64.0,SJ024_2026-04-18_162941,CONFIRMED,2025-07-08 11:37:36.952,22C
B1672,357.0,AI109_2026-04-18_155341,CANCELLED,2025-08-01 11:37:36.952,14E
B1673,78.0,AI147_2026-04-18_181441,UNKNOWN,2025-06-12 11:37:36.952,28B
B1674,242.0,UK057_2026-04-18_152541,CANCELLED,2025-11-03 11:37:36.952,18C
B1675,64.0,6F111_2026-04-18_170941,CANCELLED,2025-08-01 11:37:36.952,9A
B1676,553.0,AI197_2026-04-18_162541,PENDING,2026-04-14 11:37:36.952,24C
B1677,313.0,UK127_2026-04-18_155641,PENDING,2026-01-31 11:37:36.952,29C
B1678,858.0,6F240_2026-04-18_153141,PENDING,2025-12-31 11:37:36.952,24B
B1679,655.0,6F257_2026-04-18_160441,CANCELLED,2025-08-17 11:37:36.952,25A
B1680,830.0,AI253_2026-04-18_161341,UNKNOWN,2026-03-19 11:37:36.952,11F
B1681,607.0,SJ135_2026-04-18_160341,CANCELLED,2026-04-02 11:37:36.952,15C
B1682,383.0,UK112_2026-04-18_170541,CANCELLED,2025-07-10 11:37:36.952,20B
B1683,549.0,AI050_2026-04-18_170741,CONFIRMED,2025-08-07 11:37:36.952,9C
B1684,159.0,UK060_2026-04-18_160941,PENDING,2025-11-18 11:37:36.952,8E
B1685,610.0,SJ183_2026-04-18_174441,CANCELLED,2025-05-15 11:37:36.952,25E
B1686,107.0,UK138_2026-04-18_164741,CONFIRMED,2025-11-17 11:37:36.952,23E
B1687,201.0,SJ071_2026-04-18_174341,PENDING,2025-10-12 11:37:36.952,22F
B1688,,AI057_2026-04-18_155341,PENDING,2025-06-14 11:37:36.952,9D
B1689,29.0,SJ151_2026-04-18_174441,CANCELLED,2025-07-10 11:37:36.952,20B
B1690,479.0,SJ144_2026-04-18_153541,PENDING,2025-06-28 11:37:36.952,12C
B1691,,SJ087_2026-04-18_142041,PENDING,2026-01-23 11:37:36.952,12E
B1692,341.0,SJ066_2026-04-18_174741,CONFIRMED,2026-04-02 11:37:36.952,18A
B1693,120.0,AI247_2026-04-18_155841,CONFIRMED,2026-01-02 11:37:36.952,11F
B1694,895.0,SJ102_2026-04-18_172641,PENDING,2026-04-01 11:37:36.952,24D
B1695,559.0,6F252_2026-04-18_142541,CONFIRMED,2026-04-13 11:37:36.952,4F
B1696,,6F055_2026-04-18_162141,PENDING,2025-11-28 11:37:36.952,11C
B1697,662.0,AI204_2026-04-18_134041,CANCELLED,2025-11-12 11:37:36.952,34B
B1698,2.0,AI016_2026-04-18_141541,CONFIRMED,2026-02-02 11:37:36.952,31D
B1699,777.0,AI209_2026-04-18_172541,PENDING,2025-12-11 11:37:36.952,15D
B1700,93.0,SJ211_2026-04-18_162241,PENDING,2026-01-04 11:37:36.952,14B
B1701,488.0,6F103_2026-04-18_153741,CONFIRMED,2025-10-16 11:37:36.952,13F
B1702,53.0,UK182_2026-04-18_141941,CONFIRMED,2025-04-22 11:37:36.952,31F
B1703,353.0,6F264_2026-04-18_140341,CANCELLED,2025-12-25 11:37:36.952,19B
B1704,622.0,6F027_2026-04-18_165241,PENDING,2025-07-23 11:37:36.952,29A
B1705,842.0,UK198_2026-04-18_164341,CANCELLED,2026-01-31 11:37:36.952,3B
B1706,308.0,6F171_2026-04-18_170341,CANCELLED,2025-09-07 11:37:36.952,15C
B1707,767.0,AI004_2026-04-18_135841,CANCELLED,2025-07-05 11:37:36.952,1B
B1708,18.0,6F157_2026-04-18_163741,CONFIRMED,2025-11-22 11:37:36.952,3C
B1709,232.0,AI018_2026-04-18_131241,CANCELLED,2025-10-03 11:37:36.952,22B
B1710,287.0,UK098_2026-04-18_133841,CONFIRMED,2025-08-05 11:37:36.952,21E
B1711,36.0,6F167_2026-04-18_162641,UNKNOWN,2026-01-29 11:37:36.952,4C
B1712,594.0,AI228_2026-04-18_131641,CANCELLED,2025-09-06 11:37:36.952,17C
B1713,491.0,SJ242_2026-04-18_145541,CANCELLED,2025-08-31 11:37:36.952,17D
B1714,350.0,6F227_2026-04-18_131641,PENDING,2025-12-11 11:37:36.952,34C
B1715,574.0,6F037_2026-04-18_145141,CANCELLED,2025-08-27 11:37:36.952,20C
B1716,831.0,6F107_2026-04-18_141441,PENDING,2025-12-22 11:37:36.952,28A
B1717,24.0,SJ125_2026-04-18_142141,CANCELLED,2025-11-06 11:37:36.952,14A
B1718,,UK117_2026-04-18_131741,CANCELLED,2025-06-17 11:37:36.952,9B
B1719,,6F192_2026-04-18_122041,CANCELLED,2025-11-12 11:37:36.952,29E
B1720,292.0,AI201_2026-04-18_151941,CANCELLED,2025-11-27 11:37:36.952,27B
B1721,,SJ126_2026-04-18_134741,PENDING,2026-03-25 11:37:36.952,21A
B1722,469.0,AI177_2026-04-18_141141,PENDING,2026-02-10 11:37:36.952,5E
B1723,731.0,AI092_2026-04-18_133641,CANCELLED,2025-12-23 11:37:36.952,26B
B1724,691.0,6F076_2026-04-18_153541,CANCELLED,2025-10-10 11:37:36.952,11D
B1725,,AI185_2026-04-18_121641,PENDING,2025-04-29 11:37:36.952,1E
B1726,819.0,AI055_2026-04-18_143941,CONFIRMED,2025-05-14 11:37:36.952,2B
B1727,813.0,6F222_2026-04-18_140141,CONFIRMED,2026-03-15 11:37:36.952,27D
B1728,511.0,AI090_2026-04-18_133741,CONFIRMED,2025-12-12 11:37:36.952,1C
B1729,824.0,AI183_2026-04-18_142441,PENDING,2025-06-03 11:37:36.952,4F
B1730,,AI041_2026-04-18_140841,PENDING,2025-04-29 11:37:36.952,25F
B1731,335.0,6F210_2026-04-18_115141,CONFIRMED,2025-07-12 11:37:36.952,25F
B1732,264.0,AI170_2026-04-18_112741,CONFIRMED,2026-01-15 11:37:36.952,3A
B1733,299.0,SJ008_2026-04-18_105341,CANCELLED,2026-04-16 11:37:36.952,2E
B1734,549.0,AI049_2026-04-18_133541,PENDING,2025-09-29 11:37:36.952,27E
B1735,237.0,SJ132_2026-04-18_144441,PENDING,2025-05-12 11:37:36.952,34E
B1736,889.0,SJ224_2026-04-18_124141,CONFIRMED,2026-01-26 11:37:36.952,28E
B1737,706.0,UK038_2026-04-18_122241,CONFIRMED,2025-06-11 11:37:36.952,1E
B1738,777.0,SJ220_2026-04-18_134541,PENDING,2025-08-14 11:37:36.952,27B
B1739,186.0,6F124_2026-04-18_104741,CANCELLED,2025-06-29 11:37:36.952,34F
B1740,627.0,SJ164_2026-04-18_131441,CONFIRMED,2025-11-16 11:37:36.952,14D
B1741,618.0,AI026_2026-04-18_141441,PENDING,2025-05-18 11:37:36.952,18E
B1742,850.0,6F144_2026-04-18_115641,PENDING,2025-09-14 11:37:36.952,16D
B1743,351.0,6F137_2026-04-18_104541,UNKNOWN,2025-11-21 11:37:36.952,6F
B1744,798.0,UK139_2026-04-18_105441,CANCELLED,2025-09-05 11:37:36.952,10A
B1745,733.0,UK139_2026-04-18_105441,CONFIRMED,2025-05-20 11:37:36.952,27B
B1746,427.0,SJ140_2026-04-18_104241,CONFIRMED,2025-08-31 11:37:36.952,34D
B1747,376.0,6F131_2026-04-18_102241,CONFIRMED,2025-04-20 11:37:36.952,9F
B1748,64.0,UK128_2026-04-18_112241,PENDING,2025-11-15 11:37:36.952,9A
B1749,431.0,SJ219_2026-04-18_093241,CONFIRMED,2026-02-19 11:37:36.952,23D
B1750,96.0,SJ159_2026-04-18_122241,PENDING,2025-09-21 11:37:36.952,33D
B1751,678.0,UK192_2026-04-18_125441,CONFIRMED,2025-09-19 11:37:36.952,17E
B1752,148.0,AI014_2026-04-18_102441,CANCELLED,2025-08-13 11:37:36.952,34F
B1753,,SJ152_2026-04-18_120941,CANCELLED,2025-08-08 11:37:36.952,5C
B1754,197.0,SJ060_2026-04-18_085141,PENDING,2026-02-11 11:37:36.952,3C
B1755,847.0,AI127_2026-04-18_103741,CANCELLED,2026-02-17 11:37:36.952,10F
B1756,193.0,SJ096_2026-04-18_102941,PENDING,2026-01-27 11:37:36.952,11F
B1757,464.0,AI215_2026-04-18_120741,PENDING,2025-04-24 11:37:36.952,22B
B1758,14.0,UK009_2026-04-18_113441,CANCELLED,2026-02-28 11:37:36.952,26B
B1759,,AI171_2026-04-18_105141,PENDING,2025-10-26 11:37:36.952,16F
B1760,790.0,UK151_2026-04-18_101141,CANCELLED,2026-01-14 11:37:36.952,31B
B1761,299.0,AI099_2026-04-18_110741,CONFIRMED,2025-05-22 11:37:36.952,15A
B1762,,UK050_2026-04-18_123941,CONFIRMED,2025-06-04 11:37:36.952,32B
B1763,783.0,UK092_2026-04-18_114241,CANCELLED,2025-10-06 11:37:36.952,3B
B1764,503.0,SJ058_2026-04-18_085841,CANCELLED,2025-06-20 11:37:36.952,13B
B1765,545.0,SJ090_2026-04-18_102441,CANCELLED,2025-12-21 11:37:36.952,1C
B1766,843.0,6F173_2026-04-18_121941,CANCELLED,2025-09-07 11:37:36.952,1F
B1767,233.0,AI186_2026-04-18_111141,CONFIRMED,2025-11-19 11:37:36.952,6D
B1768,887.0,AI130_2026-04-18_101841,PENDING,2026-03-23 11:37:36.952,13C
B1769,686.0,SJ111_2026-04-18_114741,UNKNOWN,2025-11-23 11:37:36.952,6F
B1770,655.0,6F203_2026-04-18_110541,CONFIRMED,2025-08-04 11:37:36.952,8D
B1771,786.0,6F138_2026-04-18_094941,PENDING,2025-05-24 11:37:36.952,1F
B1772,728.0,6F109_2026-04-18_120041,UNKNOWN,2025-08-29 11:37:36.952,10B
B1773,157.0,AI074_2026-04-18_120341,PENDING,2026-01-01 11:37:36.952,16E
B1774,585.0,UK161_2026-04-18_100541,CANCELLED,2026-01-07 11:37:36.952,1B
B1775,895.0,AI008_2026-04-18_104341,CANCELLED,2025-06-19 11:37:36.952,14B
B1776,,UK121_2026-04-18_083641,CANCELLED,2025-12-27 11:37:36.952,17A
B1777,430.0,6F154_2026-04-18_112641,CONFIRMED,2025-04-26 11:37:36.952,11A
B1778,348.0,6F161_2026-04-18_112441,CONFIRMED,2025-08-01 11:37:36.952,10D
B1779,,6F153_2026-04-18_082341,PENDING,2026-02-01 11:37:36.952,22B
B1780,,6F225_2026-04-18_073341,PENDING,2026-02-10 11:37:36.952,11B
B1781,630.0,AI191_2026-04-18_075741,PENDING,2026-02-09 11:37:36.952,18C
B1782,463.0,AI218_2026-04-18_085541,CONFIRMED,2025-08-18 11:37:36.952,25F
B1783,887.0,6F267_2026-04-18_075641,PENDING,2025-09-28 11:37:36.952,25D
B1784,482.0,UK125_2026-04-18_065841,CANCELLED,2025-08-20 11:37:36.952,1B
B1785,,6F208_2026-04-18_082741,PENDING,2025-08-19 11:37:36.952,1B
B1786,741.0,6F119_2026-04-18_091941,CANCELLED,2026-02-12 11:37:36.952,26B
B1787,293.0,AI063_2026-04-18_070341,CONFIRMED,2025-07-11 11:37:36.952,1E
B1788,195.0,UK016_2026-04-18_104241,CANCELLED,2025-06-05 11:37:36.952,2B
B1789,189.0,6F048_2026-04-18_102741,CANCELLED,2026-01-13 11:37:36.952,30F
B1790,155.0,6F266_2026-04-18_094941,CANCELLED,2025-04-23 11:37:36.952,28A
B1791,,AI167_2026-04-18_064341,CONFIRMED,2026-02-24 11:37:36.952,3C
B1792,253.0,6F165_2026-04-18_101141,CONFIRMED,2026-01-17 11:37:36.952,8E
B1793,873.0,SJ104_2026-04-18_100041,CONFIRMED,2025-11-25 11:37:36.952,14C
B1794,,UK160_2026-04-18_064241,CONFIRMED,2025-06-26 11:37:36.952,8D
B1795,134.0,UK160_2026-04-18_064241,PENDING,2026-03-21 11:37:36.952,9C
B1796,693.0,SJ230_2026-04-18_062241,CONFIRMED,2025-11-28 11:37:36.952,9B
B1797,472.0,AI042_2026-04-18_095341,CANCELLED,2025-06-03 11:37:36.952,1A
B1798,82.0,UK197_2026-04-18_092241,CONFIRMED,2025-05-16 11:37:36.952,23E
B1799,413.0,AI107_2026-04-18_100341,PENDING,2026-02-05 11:37:36.952,16E
B1800,55.0,SJ128_2026-04-18_073941,PENDING,2025-08-22 11:37:36.952,7F
B1801,281.0,6F121_2026-04-18_054441,PENDING,2026-04-14 11:37:36.952,34F
B1802,483.0,AI111_2026-04-18_074041,UNKNOWN,2025-06-30 11:37:36.952,16B
B1803,208.0,SJ137_2026-04-18_060841,CONFIRMED,2026-02-21 11:37:36.952,24F
B1804,433.0,AI232_2026-04-18_064341,CONFIRMED,2025-11-12 11:37:36.952,1F
B1805,873.0,SJ113_2026-04-18_081041,CONFIRMED,2025-10-26 11:37:36.952,14B
B1806,494.0,AI117_2026-04-18_081841,CANCELLED,2025-08-02 11:37:36.952,17A
B1807,597.0,6F185_2026-04-18_074941,CANCELLED,2025-06-28 11:37:36.952,12C
B1808,677.0,AI194_2026-04-18_050941,PENDING,2026-01-26 11:37:36.952,3B
B1809,700.0,UK045_2026-04-18_074341,PENDING,2026-04-09 11:37:36.952,13B
B1810,72.0,6F228_2026-04-18_043641,CONFIRMED,2026-03-20 11:37:36.952,34B
B1811,393.0,SJ190_2026-04-18_045741,CANCELLED,2026-04-04 11:37:36.952,25A
B1812,716.0,AI156_2026-04-18_073941,CANCELLED,2026-01-06 11:37:36.952,8A
B1813,140.0,AI104_2026-04-18_073541,UNKNOWN,2025-04-21 11:37:36.952,9D
B1814,705.0,UK033_2026-04-18_043441,CONFIRMED,2025-06-22 11:37:36.952,26C
B1815,365.0,UK137_2026-04-18_070441,PENDING,2025-05-01 11:37:36.952,3C
B1816,252.0,UK214_2026-04-18_053041,PENDING,2025-06-21 11:37:36.952,20F
B1817,,6F033_2026-04-18_070841,PENDING,2025-06-07 11:37:36.952,28D
B1818,872.0,AI114_2026-04-18_074841,CONFIRMED,2025-11-07 11:37:36.952,26B
B1819,170.0,AI017_2026-04-18_051541,CONFIRMED,2026-01-19 11:37:36.952,21E
B1820,362.0,6F244_2026-04-18_070741,PENDING,2025-12-01 11:37:36.952,18E
B1821,548.0,6F160_2026-04-18_040941,PENDING,2025-11-27 11:37:36.952,1C
B1822,,6F088_2026-04-18_055141,CANCELLED,2026-01-05 11:37:36.952,17D
B1823,145.0,6F155_2026-04-18_074741,CANCELLED,2025-11-26 11:37:36.952,19E
B1824,704.0,AI095_2026-04-18_050041,PENDING,2026-04-15 11:37:36.952,9B
B1825,623.0,6F139_2026-04-18_045541,PENDING,2025-05-17 11:37:36.952,5E
B1826,323.0,6F101_2026-04-18_031841,CANCELLED,2025-07-11 11:37:36.952,19A
B1827,400.0,AI054_2026-04-18_034441,PENDING,2025-06-23 11:37:36.952,20D
B1828,,SJ094_2026-04-18_032341,CANCELLED,2025-05-18 11:37:36.952,25B
B1829,425.0,6F217_2026-04-18_051341,CANCELLED,2026-01-15 11:37:36.952,4E
B1830,597.0,6F100_2026-04-18_044041,CANCELLED,2026-04-15 11:37:36.952,23C
B1831,406.0,6F081_2026-04-18_060441,CONFIRMED,2026-02-05 11:37:36.952,21C
B1832,671.0,SJ156_2026-04-18_065941,CONFIRMED,2025-06-17 11:37:36.952,4D
B1833,716.0,6F060_2026-04-18_052941,PENDING,2025-06-07 11:37:36.952,27D
B1834,,UK129_2026-04-18_062941,CANCELLED,2025-08-14 11:37:36.952,33E
B1835,446.0,UK032_2026-04-18_033141,CONFIRMED,2026-02-07 11:37:36.952,2E
B1836,485.0,AI166_2026-04-18_042041,PENDING,2025-09-23 11:37:36.952,13A
B1837,68.0,SJ056_2026-04-18_061141,PENDING,2025-10-31 11:37:36.952,22F
B1838,832.0,SJ101_2026-04-18_051741,PENDING,2025-06-12 11:37:36.952,18F
B1839,831.0,SJ065_2026-04-18_041041,PENDING,2025-05-09 11:37:36.952,9C
B1840,631.0,SJ100_2026-04-18_032841,PENDING,2025-04-19 11:37:36.952,34A
B1841,850.0,UK011_2026-04-18_044141,CANCELLED,2025-10-24 11:37:36.952,1E
B1842,15.0,6F062_2026-04-18_045541,PENDING,2026-02-17 11:37:36.952,3B
B1843,486.0,SJ176_2026-04-18_041541,CANCELLED,2025-08-15 11:37:36.952,23E
B1844,658.0,6F120_2026-04-18_051441,CONFIRMED,2025-11-26 11:37:36.952,3B
B1845,294.0,AI121_2026-04-18_024241,PENDING,2026-03-05 11:37:36.952,24A
B1846,890.0,UK072_2026-04-18_025541,CONFIRMED,2025-08-30 11:37:36.952,34F
B1847,573.0,AI006_2026-04-18_030441,CANCELLED,2026-04-06 11:37:36.952,11B
B1848,555.0,SJ231_2026-04-18_042341,CANCELLED,2025-05-19 11:37:36.952,30D
B1849,498.0,SJ129_2026-04-18_014841,UNKNOWN,2025-06-24 11:37:36.952,12E
B1850,,6F110_2026-04-18_022741,PENDING,2025-04-21 11:37:36.952,33B
B1851,824.0,6F231_2026-04-18_011641,PENDING,2025-11-26 11:37:36.952,2D
B1852,638.0,6F095_2026-04-18_015341,CONFIRMED,2025-08-09 11:37:36.952,33E
B1853,749.0,UK054_2026-04-18_003741,CONFIRMED,2025-05-05 11:37:36.952,18F
B1854,183.0,SJ123_2026-04-18_035741,CONFIRMED,2025-08-10 11:37:36.952,29D
B1855,310.0,6F006_2026-04-18_030641,PENDING,2026-01-04 11:37:36.952,3D
B1856,760.0,UK226_2026-04-18_035841,PENDING,2025-05-04 11:37:36.952,4E
B1857,479.0,AI065_2026-04-18_000941,PENDING,2026-03-07 11:37:36.952,17E
B1858,,6F008_2026-04-18_001441,UNKNOWN,2025-11-25 11:37:36.952,10B
B1859,364.0,AI195_2026-04-18_025841,PENDING,2025-11-11 11:37:36.952,7B
B1860,199.0,UK043_2026-04-18_004841,UNKNOWN,2025-08-01 11:37:36.952,3A
B1861,405.0,AI125_2026-04-18_011241,CONFIRMED,2025-10-15 11:37:36.952,25E
B1862,685.0,AI089_2026-04-18_040541,PENDING,2025-10-05 11:37:36.952,21A
B1863,203.0,UK019_2026-04-18_034141,CONFIRMED,2026-02-12 11:37:36.952,22C
B1864,347.0,UK078_2026-04-18_010341,CANCELLED,2025-09-27 11:37:36.952,22C
B1865,787.0,SJ009_2026-04-18_024841,CANCELLED,2025-07-28 11:37:36.952,15E
B1866,,UK178_2026-04-17_234141,CONFIRMED,2026-01-28 11:37:36.952,7A
B1867,6.0,UK018_2026-04-18_021541,CONFIRMED,2025-11-23 11:37:36.952,13D
B1868,245.0,SJ059_2026-04-18_025041,CANCELLED,2026-04-10 11:37:36.952,29E
B1869,662.0,UK108_2026-04-18_002841,CONFIRMED,2026-02-04 11:37:36.952,19C
B1870,14.0,6F045_2026-04-17_230441,CANCELLED,2025-04-25 11:37:36.952,5D
B1871,384.0,AI144_2026-04-18_004341,CANCELLED,2025-10-04 11:37:36.952,23E
B1872,480.0,AI244_2026-04-18_025041,PENDING,2025-07-09 11:37:36.952,26E
B1873,718.0,6F265_2026-04-18_022741,CONFIRMED,2025-04-25 11:37:36.952,11B
B1874,673.0,6F108_2026-04-17_234141,CONFIRMED,2026-01-26 11:37:36.952,16E
B1875,19.0,6F069_2026-04-17_234441,PENDING,2025-06-17 11:37:36.952,17D
B1876,,6F072_2026-04-18_021441,CANCELLED,2025-06-14 11:37:36.952,18F
B1877,841.0,6F096_2026-04-17_224541,CONFIRMED,2025-11-09 11:37:36.952,33F
B1878,209.0,SJ233_2026-04-18_011841,PENDING,2025-12-31 11:37:36.952,31D
B1879,,AI203_2026-04-18_000941,PENDING,2025-12-03 11:37:36.952,9E
B1880,261.0,UK147_2026-04-17_233541,CONFIRMED,2026-03-08 11:37:36.952,2E
B1881,723.0,UK039_2026-04-18_014041,PENDING,2025-08-26 11:37:36.952,8E
B1882,123.0,6F216_2026-04-17_215841,CANCELLED,2025-10-17 11:37:36.952,18B
B1883,879.0,AI214_2026-04-17_222341,PENDING,2025-11-17 11:37:36.952,5B
B1884,256.0,UK025_2026-04-17_225541,CANCELLED,2025-08-31 11:37:36.952,31D
B1885,367.0,UK053_2026-04-17_235641,CANCELLED,2025-08-10 11:37:36.952,11B
B1886,599.0,6F130_2026-04-18_012741,UNKNOWN,2026-02-12 11:37:36.952,9D
B1887,61.0,6F247_2026-04-18_012741,PENDING,2026-03-09 11:37:36.952,23F
B1888,585.0,6F159_2026-04-18_020841,CANCELLED,2025-12-25 11:37:36.952,25C
B1889,,UK086_2026-04-17_235541,CANCELLED,2026-02-24 11:37:36.952,22C
B1890,397.0,6F102_2026-04-18_011041,PENDING,2025-08-30 11:37:36.952,12E
B1891,739.0,UK186_2026-04-17_230541,CANCELLED,2026-01-26 11:37:36.952,18D
B1892,837.0,6F032_2026-04-17_234341,PENDING,2025-08-24 11:37:36.952,17F
B1893,235.0,6F186_2026-04-17_214841,CONFIRMED,2025-08-02 11:37:36.952,19A
B1894,875.0,6F106_2026-04-18_001041,CANCELLED,2026-02-24 11:37:36.952,4F
B1895,862.0,AI021_2026-04-17_213941,CANCELLED,2025-10-05 11:37:36.952,14E
B1896,95.0,AI157_2026-04-17_224541,PENDING,2025-11-30 11:37:36.952,11F
B1897,888.0,6F054_2026-04-17_220041,PENDING,2025-11-01 11:37:36.952,26F
