flight_key,flight_id,airline_key,route_key,date_key,departure_time,arrival_time,duration_minutes,is_overnight,is_anomaly,is_airline_missing
6F175_2026-04-19_131841,6F175,4,21,2,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,115.0,False,False,False
6F013_2026-04-19_131541,6F013,4,2,2,2026-04-19 13:15:41.701,2026-04-19 18:05:41.701,290.0,False,False,False
SJ040_2026-04-19_131241,SJ040,1,2,2,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,212.0,False,False,False
SJ016_2026-04-19_130141,SJ016,1,15,2,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,205.0,False,False,False
6F135_2026-04-19_125941,6F135,4,19,2,2026-04-19 12:59:41.702,2026-04-19 13:45:41.702,46.0,False,False,False
6F150_2026-04-19_125541,6F150,4,14,2,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,238.0,False,False,False
AI083_2026-04-19_125441,AI083,2,10,2,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,43.0,False,False,False
SJ166_2026-04-19_125141,SJ166,1,20,2,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,207.0,False,False,False
SJ027_2026-04-19_125041,SJ027,5,16,2,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,263.0,False,False,True
6F134_2026-04-19_124741,6F134,4,27,2,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,79.0,False,False,False
UK225_2026-04-19_124641,UK225,3,23,2,2026-04-19 12:46:41.704,2026-04-19 15:02:41.704,136.0,False,False,False
SJ175_2026-04-19_124641,SJ175,1,23,2,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,244.0,False,False,False
AI182_2026-04-19_124141,AI182,2,13,2,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,273.0,False,False,False
AI190_2026-04-19_123841,AI190,2,2,2,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,198.0,False,False,False
AI120_2026-04-19_121241,AI120,2,21,2,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,126.0,False,False,False
6F132_2026-04-19_120041,6F132,4,3,2,2026-04-19 12:00:41.702,2026-04-19 13:00:42.000,60.00496666666666,False,False,False
UK102_2026-04-19_115841,UK102,3,15,2,2026-04-19 11:58:41.702,2026-04-19 14:01:41.702,123.0,False,False,False
AI045_2026-04-19_115841,AI045,2,14,2,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,159.0,False,False,False
UK136_2026-04-19_114341,UK136,3,15,2,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,223.0,False,False,False
SJ238_2026-04-19_114141,SJ238,1,23,2,2026-04-19 11:41:41.704,2026-04-19 15:39:41.704,238.0,False,False,False
AI193_2026-04-19_113341,AI193,2,19,2,2026-04-19 11:33:41.703,2026-04-19 16:07:41.703,274.0,False,False,False
6F001_2026-04-19_113341,6F001,4,17,2,2026-04-19 11:33:41.700,2026-04-19 13:08:41.700,95.0,False,False,False
6F211_2026-04-19_112941,6F211,4,23,2,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,291.0,False,False,False
SJ199_2026-04-19_112941,SJ199,1,17,2,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,150.0,False,False,False
SJ050_2026-04-19_112441,SJ050,1,15,2,2026-04-19 11:24:41.701,2026-04-19 12:03:41.701,39.0,False,False,False
UK115_2026-04-19_112041,UK115,3,6,2,2026-04-19 11:20:41.702,2026-04-19 13:20:42.000,120.00496666666666,False,False,False
AI037_2026-04-19_111441,AI037,5,26,2,2026-04-19 11:14:41.701,2026-04-19 15:13:41.701,239.0,False,False,True
6F235_2026-04-19_110641,6F235,4,14,2,2026-04-19 11:06:41.704,2026-04-19 13:51:41.704,165.0,False,False,False
UK111_2026-04-19_110641,UK111,3,23,2,2026-04-19 11:06:41.702,2026-04-19 12:20:41.702,74.0,False,False,False
6F005_2026-04-19_110441,6F005,4,16,2,2026-04-19 11:04:41.701,2026-04-19 15:27:41.701,263.0,False,False,False
AI198_2026-04-19_105641,AI198,2,1,2,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,203.0,False,False,False
UK184_2026-04-19_104941,UK184,3,19,2,2026-04-19 10:49:41.703,2026-04-19 13:00:41.703,131.0,False,False,False
6F219_2026-04-19_103241,6F219,4,11,2,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,245.0,False,False,False
UK066_2026-04-19_102941,UK066,3,2,2,2026-04-19 10:29:41.701,2026-04-19 12:07:41.701,98.0,False,False,False
6F220_2026-04-19_102741,6F220,4,17,2,2026-04-19 10:27:41.704,2026-04-19 11:25:41.704,58.0,False,False,False
AI180_2026-04-19_101941,AI180,2,2,2,2026-04-19 10:19:41.703,2026-04-19 11:00:41.703,41.0,False,False,False
6F098_2026-04-19_101841,6F098,4,27,2,2026-04-19 10:18:41.702,2026-04-19 12:49:41.702,151.0,False,False,False
AI141_2026-04-19_101641,AI141,2,30,2,2026-04-19 10:16:41.702,2026-04-19 14:53:41.702,277.0,False,False,False
SJ170_2026-04-19_101141,SJ170,1,6,2,2026-04-19 10:11:41.703,2026-04-19 11:56:41.703,105.0,False,False,False
SJ178_2026-04-19_095841,SJ178,1,5,2,2026-04-19 09:58:41.703,2026-04-19 12:27:41.703,149.0,False,False,False
6F172_2026-04-19_095341,6F172,4,26,2,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,293.0,False,False,False
UK220_2026-04-19_095141,UK220,3,6,2,2026-04-19 09:51:41.704,2026-04-19 13:25:41.704,214.0,False,False,False
SJ148_2026-04-19_095141,SJ148,1,7,2,2026-04-19 09:51:41.702,2026-04-19 13:41:41.702,230.0,False,False,False
UK065_2026-04-19_093841,UK065,3,2,2,2026-04-19 09:38:41.701,2026-04-19 13:46:41.701,248.0,False,False,False
6F243_2026-04-19_093741,6F243,4,5,2,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,56.0,False,False,False
SJ193_2026-04-19_093741,SJ193,1,12,2,2026-04-19 09:37:41.703,2026-04-19 12:16:41.703,159.0,False,False,False
UK056_2026-04-19_092941,UK056,3,14,2,2026-04-19 09:29:41.701,2026-04-19 10:15:41.701,46.0,False,False,False
AI219_2026-04-19_092841,AI219,5,30,2,2026-04-19 09:28:41.703,2026-04-19 11:27:41.703,119.0,False,False,True
SJ073_2026-04-19_092641,SJ073,1,22,2,2026-04-19 09:26:41.701,2026-04-19 11:14:41.701,108.0,False,False,False
6F052_2026-04-19_091341,6F052,4,2,2,2026-04-19 09:13:41.701,2026-04-19 12:02:41.701,169.0,False,False,False
SJ201_2026-04-19_091041,SJ201,1,30,2,2026-04-19 09:10:41.703,2026-04-19 11:12:41.703,122.0,False,False,False
UK028_2026-04-19_090241,UK028,3,14,2,2026-04-19 09:02:41.701,2026-04-19 10:37:41.701,95.0,False,False,False
SJ119_2026-04-19_085341,SJ119,1,2,2,2026-04-19 08:53:41.702,2026-04-19 11:29:41.702,156.0,False,False,False
AI165_2026-04-19_085141,AI165,2,18,2,2026-04-19 08:51:41.703,2026-04-19 10:31:41.703,100.0,False,False,False
AI255_2026-04-19_084541,AI255,2,21,2,2026-04-19 08:45:41.704,2026-04-19 13:12:41.704,267.0,False,False,False
AI202_2026-04-19_084441,AI202,2,24,2,2026-04-19 08:44:41.703,2026-04-19 10:53:41.703,129.0,False,False,False
SJ039_2026-04-19_084141,SJ039,1,3,2,2026-04-19 08:41:41.701,2026-04-19 12:08:41.701,207.0,False,False,False
SJ051_2026-04-19_084041,SJ051,5,26,2,2026-04-19 08:40:41.701,2026-04-19 12:18:41.701,218.0,False,False,True
UK024_2026-04-19_082941,UK024,3,23,2,2026-04-19 08:29:41.701,2026-04-19 13:29:41.701,300.0,False,False,False
SJ006_2026-04-19_082541,SJ006,1,24,2,2026-04-19 08:25:41.701,2026-04-19 08:57:41.701,32.0,False,False,False
AI207_2026-04-19_082441,AI207,2,16,2,2026-04-19 08:24:41.703,2026-04-19 11:23:41.703,179.0,False,False,False
SJ168_2026-04-19_081741,SJ168,1,28,2,2026-04-19 08:17:41.703,2026-04-19 12:29:41.703,252.0,False,False,False
AI028_2026-04-19_075341,AI028,2,17,2,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,42.0,False,False,False
6F094_2026-04-19_073741,6F094,4,6,2,2026-04-19 07:37:41.702,2026-04-19 09:06:41.702,89.0,False,False,False
6F024_2026-04-19_073141,6F024,4,8,2,2026-04-19 07:31:41.701,2026-04-19 11:17:41.701,226.0,False,False,False
6F061_2026-04-19_072841,6F061,4,3,2,2026-04-19 07:28:41.701,2026-04-19 08:09:41.701,41.0,False,False,False
AI032_2026-04-19_072641,AI032,2,23,2,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,120.00498333333333,False,False,False
UK163_2026-04-19_072241,UK163,3,4,2,2026-04-19 07:22:41.703,2026-04-19 09:04:41.703,102.0,False,False,False
SJ067_2026-04-19_071741,SJ067,1,23,2,2026-04-19 07:17:41.701,2026-04-19 08:16:41.701,59.0,False,False,False
SJ106_2026-04-19_071641,SJ106,1,12,2,2026-04-19 07:16:41.702,2026-04-19 09:40:41.702,144.0,False,False,False
AI086_2026-04-19_071341,AI086,2,20,2,2026-04-19 07:13:41.702,2026-04-19 10:09:41.702,176.0,False,False,False
6F263_2026-04-19_070741,6F263,5,4,2,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,83.0,False,False,True
6F163_2026-04-19_064941,6F163,4,3,2,2026-04-19 06:49:41.703,2026-04-19 10:46:41.703,237.0,False,False,False
SJ064_2026-04-19_062941,SJ064,1,12,2,2026-04-19 06:29:41.701,2026-04-19 08:43:41.701,134.0,False,False,False
UK118_2026-04-19_062241,UK118,3,24,2,2026-04-19 06:22:41.702,2026-04-19 07:22:42.000,60.00496666666666,False,False,False
UK022_2026-04-19_062241,UK022,3,4,2,2026-04-19 06:22:41.701,2026-04-19 10:59:41.701,277.0,False,False,False
UK099_2026-04-19_061641,UK099,3,16,2,2026-04-19 06:16:41.702,2026-04-19 10:24:41.702,248.0,False,False,False
6F212_2026-04-19_061041,6F212,4,25,2,2026-04-19 06:10:41.703,2026-04-19 10:52:41.703,282.0,False,True,False
AI023_2026-04-19_061041,AI023,2,24,2,2026-04-19 06:10:41.701,2026-04-19 09:35:41.701,205.0,False,False,False
SJ245_2026-04-19_060741,SJ245,1,8,2,2026-04-19 06:07:41.704,2026-04-19 09:39:41.704,212.0,False,False,False
6F066_2026-04-19_060741,6F066,4,29,2,2026-04-19 06:07:41.701,2026-04-19 07:43:41.701,96.0,False,False,False
AI138_2026-04-19_055041,AI138,2,18,2,2026-04-19 05:50:41.702,2026-04-19 06:40:41.702,50.0,False,False,False
SJ021_2026-04-19_054841,SJ021,1,24,2,2026-04-19 05:48:41.701,2026-04-19 09:46:41.701,238.0,False,False,False
SJ136_2026-04-19_054541,SJ136,1,24,2,2026-04-19 05:45:41.702,2026-04-19 08:04:41.702,139.0,False,False,False
AI148_2026-04-19_054141,AI148,2,14,2,2026-04-19 05:41:41.703,2026-04-19 08:32:41.703,171.0,False,False,False
SJ014_2026-04-19_054041,SJ014,1,5,2,2026-04-19 05:40:41.701,2026-04-19 06:39:41.701,59.0,False,False,False
6F104_2026-04-19_053941,6F104,4,28,2,2026-04-19 05:39:41.702,2026-04-19 06:14:41.702,35.0,False,False,False
SJ121_2026-04-19_053241,SJ121,1,12,2,2026-04-19 05:32:41.702,2026-04-19 06:47:41.702,75.0,False,False,False
UK174_2026-04-19_052741,UK174,3,12,2,2026-04-19 05:27:41.703,2026-04-19 07:47:41.703,140.0,False,False,False
AI033_2026-04-19_052541,AI033,2,21,2,2026-04-19 05:25:41.701,2026-04-19 10:21:41.701,296.0,False,False,False
SJ122_2026-04-19_052241,SJ122,1,28,2,2026-04-19 05:22:41.702,2026-04-19 10:09:41.702,287.0,False,False,False
UK095_2026-04-19_052241,UK095,3,16,2,2026-04-19 05:22:41.702,2026-04-19 07:36:41.702,134.0,False,False,False
SJ026_2026-04-19_052241,SJ026,1,1,2,2026-04-19 05:22:41.701,2026-04-19 09:40:41.701,258.0,False,False,False
6F221_2026-04-19_052041,6F221,4,11,2,2026-04-19 05:20:41.704,2026-04-19 08:52:41.704,212.0,False,False,False
SJ103_2026-04-19_051641,SJ103,1,23,2,2026-04-19 05:16:41.702,2026-04-19 08:56:41.702,220.0,False,False,False
SJ011_2026-04-19_051441,SJ011,1,16,2,2026-04-19 05:14:41.701,2026-04-19 09:59:41.701,285.0,False,False,False
AI002_2026-04-19_051241,AI002,2,24,2,2026-04-19 05:12:41.700,2026-04-19 07:12:41.700,120.0,False,False,False
AI046_2026-04-19_050941,AI046,5,10,2,2026-04-19 05:09:41.701,2026-04-19 08:00:41.701,171.0,False,False,True
SJ053_2026-04-19_050041,SJ053,1,12,2,2026-04-19 05:00:41.701,2026-04-19 06:38:41.701,98.0,False,False,False
AI236_2026-04-19_045241,AI236,2,10,2,2026-04-19 04:52:41.704,2026-04-19 09:11:41.704,259.0,False,False,False
AI254_2026-04-19_044641,AI254,2,20,2,2026-04-19 04:46:41.704,2026-04-19 08:06:41.704,200.0,False,False,False
6F063_2026-04-19_044241,6F063,4,4,2,2026-04-19 04:42:41.701,2026-04-19 07:31:41.701,169.0,False,False,False
6F115_2026-04-19_044141,6F115,4,23,2,2026-04-19 04:41:41.702,2026-04-19 06:23:41.702,102.0,False,False,False
UK070_2026-04-19_043641,UK070,3,8,2,2026-04-19 04:36:41.701,2026-04-19 06:49:41.701,133.0,False,False,False
SJ147_2026-04-19_043041,SJ147,1,25,2,2026-04-19 04:30:41.702,2026-04-19 08:52:41.702,262.0,False,False,False
UK201_2026-04-19_042941,UK201,3,17,2,2026-04-19 04:29:41.703,2026-04-19 06:42:41.703,133.0,False,False,False
SJ234_2026-04-19_042041,SJ234,1,25,2,2026-04-19 04:20:41.704,2026-04-19 06:23:41.704,123.0,False,False,False
AI176_2026-04-19_042041,AI176,2,30,2,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,125.0,False,False,False
SJ045_2026-04-19_041641,SJ045,1,9,2,2026-04-19 04:16:41.701,2026-04-19 09:03:41.701,287.0,False,False,False
SJ174_2026-04-19_040941,SJ174,1,12,2,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,55.0,False,False,False
AI007_2026-04-19_040141,AI007,2,11,2,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,120.00498333333333,False,False,False
AI143_2026-04-19_035841,AI143,2,12,2,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,38.0,False,False,False
SJ241_2026-04-19_035741,SJ241,1,4,2,2026-04-19 03:57:41.704,2026-04-19 06:36:41.704,159.0,False,False,False
AI020_2026-04-19_035341,AI020,5,26,2,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,148.0,False,False,True
UK031_2026-04-19_034541,UK031,3,12,2,2026-04-19 03:45:41.701,2026-04-19 07:20:41.701,215.0,False,False,False
AI013_2026-04-19_034141,AI013,2,24,2,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,77.0,False,False,False
AI249_2026-04-19_033841,AI249,2,29,2,2026-04-19 03:38:41.704,2026-04-19 06:27:41.704,169.0,False,False,False
UK046_2026-04-19_033741,UK046,3,12,2,2026-04-19 03:37:41.701,2026-04-19 06:05:41.701,148.0,False,False,False
UK168_2026-04-19_032041,UK168,3,25,2,2026-04-19 03:20:41.703,2026-04-19 04:09:41.703,49.0,False,False,False
AI022_2026-04-19_031541,AI022,2,16,2,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,115.0,False,False,False
UK218_2026-04-19_031241,UK218,3,23,2,2026-04-19 03:12:41.704,2026-04-19 07:22:41.704,250.0,False,False,False
UK142_2026-04-19_030341,UK142,3,30,2,2026-04-19 03:03:41.703,2026-04-19 07:13:41.703,250.0,False,False,False
6F067_2026-04-19_025941,6F067,4,23,2,2026-04-19 02:59:41.701,2026-04-19 06:02:41.701,183.0,False,False,False
SJ217_2026-04-19_025741,SJ217,1,2,2,2026-04-19 02:57:41.703,2026-04-19 06:04:41.703,187.0,False,False,False
SJ143_2026-04-19_025541,SJ143,1,10,2,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,57.0,False,False,False
AI243_2026-04-19_025041,AI243,5,6,2,2026-04-19 02:50:41.704,2026-04-19 05:09:41.704,139.0,False,False,True
SJ246_2026-04-19_024741,SJ246,1,8,2,2026-04-19 02:47:41.704,2026-04-19 03:47:42.000,60.004933333333334,False,False,False
6F170_2026-04-19_024441,6F170,4,13,2,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,90.0,False,False,False
UK157_2026-04-19_024141,UK157,3,28,2,2026-04-19 02:41:41.703,2026-04-19 03:41:42.000,60.00495,False,False,False
UK172_2026-04-19_022041,UK172,3,10,2,2026-04-19 02:20:41.703,2026-04-19 05:21:41.703,181.0,False,False,False
SJ139_2026-04-19_022041,SJ139,1,7,2,2026-04-19 02:20:41.702,2026-04-19 06:02:41.702,222.0,False,False,False
UK085_2026-04-19_021541,UK085,3,11,2,2026-04-19 02:15:41.702,2026-04-19 03:17:41.702,62.0,False,False,False
6F079_2026-04-19_021441,6F079,4,19,2,2026-04-19 02:14:41.702,2026-04-19 06:18:41.702,244.0,False,False,False
SJ032_2026-04-19_021141,SJ032,1,3,2,2026-04-19 02:11:41.701,2026-04-19 04:33:41.701,142.0,False,False,False
6F182_2026-04-19_021041,6F182,4,2,2,2026-04-19 02:10:41.703,2026-04-19 04:18:41.703,128.0,False,False,False
AI106_2026-04-19_020741,AI106,2,24,2,2026-04-19 02:07:41.702,2026-04-19 03:20:41.702,73.0,False,False,False
AI200_2026-04-19_020541,AI200,2,14,2,2026-04-19 02:05:41.703,2026-04-19 05:29:41.703,204.0,False,False,False
6F142_2026-04-19_020541,6F142,4,1,2,2026-04-19 02:05:41.702,2026-04-19 06:04:41.702,239.0,False,False,False
SJ079_2026-04-19_015841,SJ079,1,13,2,2026-04-19 01:58:41.702,2026-04-19 05:02:41.702,184.0,False,False,False
SJ082_2026-04-19_015441,SJ082,1,8,2,2026-04-19 01:54:41.702,2026-04-19 02:33:41.702,39.0,False,False,False
SJ110_2026-04-19_014741,SJ110,1,12,2,2026-04-19 01:47:41.702,2026-04-19 02:20:41.702,33.0,False,False,False
6F262_2026-04-19_014441,6F262,5,11,2,2026-04-19 01:44:41.702,2026-04-19 02:47:41.702,63.0,False,False,True
UK143_2026-04-19_013441,UK143,3,6,2,2026-04-19 01:34:41.703,2026-04-19 02:48:41.703,74.0,False,False,False
6F269_2026-04-19_013041,6F269,5,14,2,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,82.0,False,False,True
6F214_2026-04-19_012141,6F214,4,2,2,2026-04-19 01:21:41.703,2026-04-19 05:20:41.703,239.0,False,False,False
SJ213_2026-04-19_011941,SJ213,1,2,2,2026-04-19 01:19:41.703,2026-04-19 04:48:41.703,209.0,False,False,False
SJ072_2026-04-19_011841,SJ072,1,4,2,2026-04-19 01:18:41.701,2026-04-19 04:08:41.701,170.0,False,False,False
6F059_2026-04-19_011241,6F059,4,8,2,2026-04-19 01:12:41.701,2026-04-19 06:02:41.701,290.0,False,False,False
UK202_2026-04-19_011141,UK202,3,4,2,2026-04-19 01:11:41.703,2026-04-19 05:37:41.703,266.0,False,False,False
UK037_2026-04-19_011041,UK037,3,6,2,2026-04-19 01:10:41.701,2026-04-19 05:12:41.701,242.0,False,False,False
UK069_2026-04-19_011041,UK069,3,12,2,2026-04-19 01:10:41.701,2026-04-19 03:23:41.701,133.0,False,False,False
SJ118_2026-04-19_010841,SJ118,1,10,2,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,85.0,False,False,False
6F145_2026-04-19_010241,6F145,4,12,2,2026-04-19 01:02:41.703,2026-04-19 02:18:41.703,76.0,False,False,False
UK097_2026-04-19_004941,UK097,3,17,2,2026-04-19 00:49:41.702,2026-04-19 05:00:41.702,251.0,False,False,False
6F117_2026-04-19_004641,6F117,4,12,2,2026-04-19 00:46:41.702,2026-04-19 01:51:41.702,65.0,False,False,False
6F226_2026-04-19_003841,6F226,4,10,2,2026-04-19 00:38:41.704,2026-04-19 02:55:41.704,137.0,False,False,False
6F050_2026-04-19_003541,6F050,4,10,2,2026-04-19 00:35:41.701,2026-04-19 04:32:41.701,237.0,False,False,False
UK196_2026-04-19_003241,UK196,3,5,2,2026-04-19 00:32:41.703,2026-04-19 04:49:41.703,257.0,False,False,False
SJ086_2026-04-19_003241,SJ086,1,12,2,2026-04-19 00:32:41.702,2026-04-19 04:17:41.702,225.0,False,False,False
AI134_2026-04-19_002841,AI134,2,17,2,2026-04-19 00:28:41.702,2026-04-19 04:23:41.702,235.0,False,False,False
AI043_2026-04-19_002841,AI043,2,12,2,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,249.0,False,False,False
UK119_2026-04-19_002141,UK119,3,2,2,2026-04-19 00:21:41.702,2026-04-19 04:38:41.702,257.0,False,False,False
SJ181_2026-04-19_002041,SJ181,1,26,2,2026-04-19 00:20:41.703,2026-04-19 01:49:41.703,89.0,False,False,False
AI070_2026-04-19_000541,AI070,2,12,2,2026-04-19 00:05:41.702,2026-04-19 01:44:41.702,99.0,False,False,False
6F233_2026-04-18_235641,6F233,4,6,3,2026-04-18 23:56:41.704,2026-04-19 03:53:41.704,237.0,True,False,False
UK013_2026-04-18_235241,UK013,3,16,3,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,180.0,True,False,False
6F015_2026-04-18_233941,6F015,4,2,3,2026-04-18 23:39:41.701,2026-04-19 02:27:41.701,168.0,True,False,False
SJ247_2026-04-18_233841,SJ247,1,10,3,2026-04-18 23:38:41.704,2026-04-19 03:43:41.704,245.0,True,False,False
AI067_2026-04-18_233641,AI067,2,13,3,2026-04-18 23:36:41.701,2026-04-19 03:09:41.701,213.0,True,False,False
AI211_2026-04-18_233441,AI211,2,18,3,2026-04-18 23:34:41.703,2026-04-19 01:21:41.703,107.0,True,False,False
UK029_2026-04-18_232641,UK029,3,10,3,2026-04-18 23:26:41.701,2026-04-19 02:15:41.701,169.0,True,False,False
SJ200_2026-04-18_232441,SJ200,1,8,3,2026-04-18 23:24:41.703,2026-04-19 02:11:41.703,167.0,True,False,False
6F087_2026-04-18_232441,6F087,4,4,3,2026-04-18 23:24:41.702,2026-04-19 03:10:41.702,226.0,True,False,False
SJ210_2026-04-18_232141,SJ210,1,15,3,2026-04-18 23:21:41.703,2026-04-19 02:54:41.703,213.0,True,False,False
AI101_2026-04-18_232041,AI101,2,7,3,2026-04-18 23:20:41.702,2026-04-19 02:23:41.702,183.0,True,False,False
UK075_2026-04-18_231541,UK075,3,21,3,2026-04-18 23:15:41.702,2026-04-19 03:54:41.702,279.0,True,False,False
SJ091_2026-04-18_231041,SJ091,1,25,3,2026-04-18 23:10:41.702,2026-04-19 00:47:41.702,97.0,True,False,False
AI251_2026-04-18_224041,AI251,2,11,3,2026-04-18 22:40:41.704,2026-04-18 23:24:41.704,44.0,False,False,False
SJ042_2026-04-18_223841,SJ042,1,15,3,2026-04-18 22:38:41.701,2026-04-19 02:20:41.701,222.0,True,False,False
UK126_2026-04-18_223741,UK126,3,12,3,2026-04-18 22:37:41.702,2026-04-19 00:03:41.702,86.0,True,False,False
6F042_2026-04-18_223541,6F042,4,13,3,2026-04-18 22:35:41.701,2026-04-19 02:41:41.701,246.0,True,False,False
AI116_2026-04-18_223041,AI116,2,28,3,2026-04-18 22:30:41.702,2026-04-19 01:57:41.702,207.0,True,False,False
SJ209_2026-04-18_222241,SJ209,1,6,3,2026-04-18 22:22:41.703,2026-04-19 02:03:41.703,221.0,True,False,False
AI123_2026-04-18_221941,AI123,2,3,3,2026-04-18 22:19:41.702,2026-04-19 00:45:41.702,146.0,True,False,False
6F016_2026-04-18_221841,6F016,4,17,3,2026-04-18 22:18:41.701,2026-04-18 22:54:41.701,36.0,False,False,False
UK012_2026-04-18_221641,UK012,3,3,3,2026-04-18 22:16:41.701,2026-04-19 00:25:41.701,129.0,True,False,False
SJ188_2026-04-18_221541,SJ188,1,6,3,2026-04-18 22:15:41.703,2026-04-18 22:55:41.703,40.0,False,False,False
UK096_2026-04-18_221141,UK096,3,29,3,2026-04-18 22:11:41.702,2026-04-19 00:06:41.702,115.0,True,False,False
SJ046_2026-04-18_220141,SJ046,1,16,3,2026-04-18 22:01:41.701,2026-04-19 01:25:41.701,204.0,True,False,False
UK081_2026-04-18_220041,UK081,5,30,3,2026-04-18 22:00:41.702,2026-04-18 23:00:41.702,60.0,False,False,True
UK191_2026-04-18_215141,UK191,3,23,3,2026-04-18 21:51:41.703,2026-04-18 22:57:41.703,66.0,False,False,False
6F064_2026-04-18_214541,6F064,4,12,3,2026-04-18 21:45:41.701,2026-04-18 22:50:41.701,65.0,False,False,False
AI005_2026-04-18_212441,AI005,2,18,3,2026-04-18 21:24:41.701,2026-04-18 22:11:41.701,47.0,False,False,False
6F021_2026-04-18_212341,6F021,4,27,3,2026-04-18 21:23:41.701,2026-04-19 01:25:41.701,242.0,True,False,False
AI169_2026-04-18_212141,AI169,2,12,3,2026-04-18 21:21:41.703,2026-04-19 01:34:41.703,253.0,True,False,False
UK035_2026-04-18_210841,UK035,3,17,3,2026-04-18 21:08:41.701,2026-04-18 22:24:41.701,76.0,False,False,False
AI040_2026-04-18_210141,AI040,2,24,3,2026-04-18 21:01:41.701,2026-04-18 22:42:41.701,101.0,False,False,False
UK042_2026-04-18_205941,UK042,3,3,3,2026-04-18 20:59:41.701,2026-04-19 01:38:41.701,279.0,True,False,False
SJ171_2026-04-18_205241,SJ171,1,4,3,2026-04-18 20:52:41.703,2026-04-18 23:52:41.703,180.0,False,False,False
AI250_2026-04-18_204841,AI250,5,2,3,2026-04-18 20:48:41.704,2026-04-19 00:12:41.704,204.0,True,False,True
SJ195_2026-04-18_204141,SJ195,1,2,3,2026-04-18 20:41:41.703,2026-04-18 23:54:41.703,193.0,False,False,False
UK211_2026-04-18_203941,UK211,3,21,3,2026-04-18 20:39:41.704,2026-04-18 22:02:41.704,83.0,False,False,False
UK122_2026-04-18_202942,UK122,3,15,3,2026-04-18 20:29:42.000,2026-04-18 23:29:42.000,180.0,False,False,False
AI136_2026-04-18_202941,AI136,2,30,3,2026-04-18 20:29:41.702,2026-04-18 23:48:41.702,199.0,False,False,False
6F141_2026-04-18_202641,6F141,4,2,3,2026-04-18 20:26:41.702,2026-04-18 22:28:41.702,122.0,False,False,False
6F053_2026-04-18_202641,6F053,4,4,3,2026-04-18 20:26:41.701,2026-04-19 00:39:41.701,253.0,True,False,False
6F136_2026-04-18_202441,6F136,4,12,3,2026-04-18 20:24:41.702,2026-04-18 21:01:41.702,37.0,False,False,False
6F009_2026-04-18_202141,6F009,4,25,3,2026-04-18 20:21:41.701,2026-04-18 23:36:41.701,195.0,False,False,False
6F023_2026-04-18_201841,6F023,4,23,3,2026-04-18 20:18:41.701,2026-04-19 00:14:41.701,236.0,True,False,False
UK006_2026-04-18_201641,UK006,3,21,3,2026-04-18 20:16:41.701,2026-04-18 21:55:41.701,99.0,False,False,False
SJ165_2026-04-18_200841,SJ165,1,28,3,2026-04-18 20:08:41.703,2026-04-18 23:18:41.703,190.0,False,False,False
6F189_2026-04-18_200841,6F189,4,23,3,2026-04-18 20:08:41.703,2026-04-18 21:51:41.703,103.0,False,False,False
AI131_2026-04-18_195541,AI131,2,3,3,2026-04-18 19:55:41.702,2026-04-18 22:35:41.702,160.0,False,False,False
6F004_2026-04-18_195341,6F004,4,2,3,2026-04-18 19:53:41.701,2026-04-18 23:33:41.701,220.0,False,False,False
AI027_2026-04-18_194141,AI027,2,16,3,2026-04-18 19:41:41.701,2026-04-18 23:23:41.701,222.0,False,False,False
